subscription_length,customer_age,claim_status,torque_Nm,torque_rpm,log_region_density,model_encoded,vehicle_age_bin_encoded,fuel_type_Diesel,fuel_type_Petrol,segment_B2,segment_C1,segment_C2,segment_Utility
4.5,40,1,113.0,4400.0,8.515391569469609,1070,0,0,1,0,1,0,0
2.9,51,0,113.0,4400.0,8.515391569469609,1070,2,0,1,0,1,0,0
0.1,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.5,52,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
6.9,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.8,57,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.2,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.2,45,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.6,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.7,39,1,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.2,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
4.4,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.9,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.2,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.6,46,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.1,62,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
4.5,36,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
1.3,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,39,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
0.9,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.8,56,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.3,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.1,54,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.6,35,1,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.4,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.8,43,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.3,43,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.2,45,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
4.6,52,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,36,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.1,37,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.4,49,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.4,64,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,35,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.0,58,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
10.4,54,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.1,62,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,44,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.4,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.9,35,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
3.3,45,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
9.9,45,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.3,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.2,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
7.6,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
8.9,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,46,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,37,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
3.6,42,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.0,48,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
6.0,53,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.2,53,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,38,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
0.9,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.5,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.1,63,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
9.9,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
4.2,49,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
3.0,51,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
9.8,42,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
10.6,52,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
11.4,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,40,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.3,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.7,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
7.0,44,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.3,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
6.1,46,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.2,43,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
2.1,40,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
6.1,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
10.2,40,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.6,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
6.0,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
13.4,40,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.1,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.4,44,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
11.5,36,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.9,56,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,37,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
2.5,45,1,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
11.5,44,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.7,46,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.9,40,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,37,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.6,43,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.3,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.1,46,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.6,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,45,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.9,53,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.7,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.4,57,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,47,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.6,52,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.2,44,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.3,53,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.4,39,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
0.5,35,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.5,39,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.9,45,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.2,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.6,51,1,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.3,54,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,40,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.6,43,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
3.4,44,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.1,44,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,50,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.2,44,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
6.7,50,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
4.3,50,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,43,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
6.9,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.8,43,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.3,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
9.9,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.2,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.3,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,65,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
6.7,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.8,57,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
3.5,54,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.8,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.8,60,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.7,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
3.8,53,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
8.4,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
6.1,51,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.1,40,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.5,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.1,40,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
4.9,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
7.8,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
9.8,52,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
4.1,57,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.5,38,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
11.4,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.2,40,1,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
7.1,51,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.7,44,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.0,54,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.1,56,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
10.8,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
9.4,50,1,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.1,35,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
11.6,40,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.3,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
4.7,43,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.6,36,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.0,50,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
4.5,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.6,48,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
2.0,35,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.0,35,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
10.1,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.7,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.6,57,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.4,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.7,54,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.9,54,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.9,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
11.5,39,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
1.9,41,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
7.8,50,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
12.1,45,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
1.6,45,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.8,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.0,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.2,41,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
6.5,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.1,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.2,46,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.0,39,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
1.4,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.1,56,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
3.9,46,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
10.3,42,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
5.2,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.8,48,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.5,37,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
5.5,52,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.3,40,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
4.5,36,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
6.6,45,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
0.9,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.7,36,1,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
11.4,47,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
12.2,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
2.5,40,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,35,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
5.3,45,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
7.9,49,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
1.0,37,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
10.4,42,0,250.0,2750.0,8.515391569469609,13954,2,1,0,0,0,1,0
0.9,38,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
8.3,36,0,250.0,2750.0,8.515391569469609,13954,0,1,0,0,0,1,0
0.8,39,0,250.0,2750.0,8.515391569469609,13954,1,1,0,0,0,1,0
